,timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,rotX,rotY,rotZ,rotS,features,prediction
21,1569974879966,-7.527547,4.24158,4.533772,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0,"[-7.527547,4.24158,4.533772,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0]",1
22,1569974879973,-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0,"[-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0]",1
23,1569974879973,-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0,"[-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0]",1
24,1569974879974,-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0,"[-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.0,0.0,0.0,0.0]",1
25,1569974879976,-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.15754628,0.49458516,0.166194,0.8384177,"[-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.15754628,0.49458516,0.166194,0.8384177]",1
26,1569974879978,-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573,"[-7.472461,4.119434,4.567302,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573]",1
27,1569974879982,-7.549102,4.0571632,4.514612,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573,"[-7.549102,4.0571632,4.514612,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573]",1
28,1569974879983,-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573,"[-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573]",1
29,1569974879984,-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573,"[-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.14368261,0.48910758,0.16944477,0.84345573]",1
30,1569974879986,-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687,"[-7.599397,4.2080493,4.382886,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687]",1
31,1569974880008,-7.6592727,4.167334,4.387676,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687,"[-7.6592727,4.167334,4.387676,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687]",1
32,1569974880010,-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687,"[-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687]",1
33,1569974880011,-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687,"[-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.1488741,0.48858657,0.1721104,0.84231687]",1
34,1569974880013,-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.15870711,0.49243388,0.17114434,0.8384692,"[-7.575447,4.150569,4.409231,0.051312663,0.0122173,0.025656331,0.15870711,0.49243388,0.17114434,0.8384692]",1
35,1569974880028,-7.575447,4.150569,4.409231,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692,"[-7.575447,4.150569,4.409231,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692]",1
36,1569974880032,-7.4844365,4.152964,4.495452,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692,"[-7.4844365,4.152964,4.495452,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692]",1
37,1569974880035,-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692,"[-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692]",1
38,1569974880037,-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692,"[-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15870711,0.49243388,0.17114434,0.8384692]",1
39,1569974880040,-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018,"[-7.4748564,4.2152348,4.4331813,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018]",1
40,1569974880043,-7.5131764,4.1864944,4.4691067,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018,"[-7.5131764,4.1864944,4.4691067,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018]",1
41,1569974880045,-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018,"[-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018]",1
42,1569974880048,-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018,"[-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15134609,0.49402606,0.16663004,0.8398018]",1
43,1569974880050,-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067,"[-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067]",1
44,1569974880059,-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067,"[-7.541917,4.1050634,4.5529323,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067]",1
45,1569974880075,-7.5155716,4.0882983,4.598438,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067,"[-7.5155716,4.0882983,4.598438,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067]",1
46,1569974880078,-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067,"[-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15859085,0.5001002,0.16178933,0.8358067]",1
47,1569974880081,-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323,"[-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323]",1
48,1569974880082,-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323,"[-7.5299416,4.160149,4.591253,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323]",1
49,1569974880084,-7.541917,4.2152348,4.5625124,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323,"[-7.541917,4.2152348,4.5625124,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323]",1
50,1569974880086,-7.573052,4.267925,4.528982,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323,"[-7.573052,4.267925,4.528982,0.010995571,0.00244346,0.00488692,0.15638229,0.49300784,0.16954628,0.83889323]",1
51,1569974880088,-7.573052,4.267925,4.528982,0.010995571,0.00244346,0.00488692,0.1582583,0.49438176,0.1686027,0.8379225,"[-7.573052,4.267925,4.528982,0.010995571,0.00244346,0.00488692,0.1582583,0.49438176,0.1686027,0.8379225]",1
52,1569974880095,-7.573052,4.267925,4.528982,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225,"[-7.573052,4.267925,4.528982,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225]",1
53,1569974880096,-7.573052,4.267925,4.528982,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225,"[-7.573052,4.267925,4.528982,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225]",1
54,1569974880098,-7.5706573,4.27032,4.521797,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225,"[-7.5706573,4.27032,4.521797,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225]",1
55,1569974880100,-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225,"[-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.1582583,0.49438176,0.1686027,0.8379225]",1
56,1569974880107,-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517,"[-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517]",1
57,1569974880115,-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517,"[-7.5874224,4.1888895,4.5792775,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517]",1
58,1569974880117,-7.527547,4.1936793,4.519402,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517,"[-7.527547,4.1936793,4.519402,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517]",1
59,1569974880119,-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517,"[-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15071031,0.49048176,0.17060119,0.84119517]",1
60,1569974880121,-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816,"[-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816]",1
61,1569974880134,-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816,"[-7.6089773,4.0882983,4.526587,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816]",1
62,1569974880136,-7.647298,4.160149,4.509822,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816,"[-7.647298,4.160149,4.509822,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816]",1
63,1569974880138,-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816,"[-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15679502,0.49186823,0.17104162,0.8391816]",1
64,1569974880140,-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115,"[-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115]",1
65,1569974880153,-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115,"[-7.6401124,4.150569,4.4547367,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115]",1
66,1569974880155,-7.6329274,4.232,4.497847,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115,"[-7.6329274,4.232,4.497847,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115]",1
67,1569974880159,-7.582632,4.239185,4.526587,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115,"[-7.582632,4.239185,4.526587,0.02809979,0.01588249,0.01588249,0.15990798,0.49363345,0.17008369,0.83775115]",1
68,1569974880162,-7.582632,4.239185,4.526587,0.02809979,0.01588249,0.01588249,0.15713078,0.49302432,0.16979824,0.8386927,"[-7.582632,4.239185,4.526587,0.02809979,0.01588249,0.01588249,0.15713078,0.49302432,0.16979824,0.8386927]",1
69,1569974880172,-7.582632,4.239185,4.526587,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927,"[-7.582632,4.239185,4.526587,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927]",1
70,1569974880175,-7.582632,4.239185,4.526587,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927,"[-7.582632,4.239185,4.526587,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927]",1
71,1569974880177,-7.5395217,4.2296047,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927,"[-7.5395217,4.2296047,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927]",1
72,1569974880179,-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927,"[-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15713078,0.49302432,0.16979824,0.8386927]",1
73,1569974880181,-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805,"[-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805]",1
74,1569974880192,-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805,"[-7.541917,4.167334,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805]",1
75,1569974880193,-7.599397,4.1002736,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805,"[-7.599397,4.1002736,4.550537,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805]",1
76,1569974880195,-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805,"[-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15509827,0.49593863,0.1656589,0.8381805]",1
77,1569974880197,-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186,"[-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186]",1
78,1569974880211,-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186,"[-7.556287,4.138594,4.5696974,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186]",1
79,1569974880212,-7.6209526,4.1960745,4.5744877,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186,"[-7.6209526,4.1960745,4.5744877,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186]",1
80,1569974880214,-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186,"[-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15848342,0.49581486,0.16701026,0.83735186]",1
81,1569974880216,-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887,"[-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887]",1
82,1569974880231,-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887,"[-7.577842,4.258345,4.505032,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887]",1
83,1569974880232,-7.6017923,4.3230104,4.4834766,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887,"[-7.6017923,4.3230104,4.4834766,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887]",1
84,1569974880235,-7.565867,4.3565407,4.380491,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887,"[-7.565867,4.3565407,4.380491,0.025656331,-0.01710422,-0.014660761,0.15724073,0.4915397,0.17154132,0.8391887]",1
85,1569974880239,-7.565867,4.3565407,4.380491,0.025656331,-0.01710422,-0.014660761,0.15191273,0.49377775,0.16701697,0.83976865,"[-7.565867,4.3565407,4.380491,0.025656331,-0.01710422,-0.014660761,0.15191273,0.49377775,0.16701697,0.83976865]",1
86,1569974880249,-7.565867,4.3565407,4.380491,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865,"[-7.565867,4.3565407,4.380491,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865]",1
87,1569974880251,-7.565867,4.3565407,4.380491,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865,"[-7.565867,4.3565407,4.380491,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865]",1
88,1569974880253,-7.5059915,4.263135,4.2918754,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865,"[-7.5059915,4.263135,4.2918754,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865]",1
89,1569974880254,-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865,"[-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15191273,0.49377775,0.16701697,0.83976865]",1
90,1569974880256,-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295,"[-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295]",1
91,1569974880269,-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295,"[-7.6137676,4.3301954,4.2008643,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295]",1
92,1569974880271,-7.656878,4.3325906,3.9853127,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295,"[-7.656878,4.3325906,3.9853127,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295]",1
93,1569974880272,-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295,"[-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.15513387,0.4931866,0.16883714,0.83916295]",1
94,1569974880275,-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382,"[-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382]",1
95,1569974880288,-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382,"[-7.702383,4.24158,3.6763551,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382]",1
96,1569974880290,-7.95865,4.232,3.5661843,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382,"[-7.95865,4.232,3.5661843,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382]",1
97,1569974880296,-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382,"[-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16285746,0.4953441,0.169047,0.836382]",1
98,1569974880298,-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128,"[-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128]",1
99,1569974880307,-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128,"[-8.083191,4.3062453,3.5685792,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128]",1
100,1569974880310,-7.92512,4.543352,3.7506008,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128,"[-7.92512,4.543352,3.7506008,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128]",1
101,1569974880312,-7.6281376,5.3145485,3.8320315,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128,"[-7.6281376,5.3145485,3.8320315,-0.00610865,0.03420844,0.02321287,0.16633222,0.4997317,0.16489781,0.8339128]",1
102,1569974880316,-7.6281376,5.3145485,3.8320315,-0.00610865,0.03420844,0.02321287,0.17655466,0.51235926,0.15300447,0.82638127,"[-7.6281376,5.3145485,3.8320315,-0.00610865,0.03420844,0.02321287,0.17655466,0.51235926,0.15300447,0.82638127]",1
103,1569974880326,-7.6281376,5.3145485,3.8320315,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127,"[-7.6281376,5.3145485,3.8320315,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127]",1
104,1569974880337,-7.6281376,5.3145485,3.8320315,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127,"[-7.6281376,5.3145485,3.8320315,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127]",1
105,1569974880339,-7.6233473,6.672525,3.5087037,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127,"[-7.6233473,6.672525,3.5087037,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127]",1
106,1569974880340,-8.289163,7.048543,3.3434474,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127,"[-8.289163,7.048543,3.3434474,-0.28955,-0.07696899,-0.14782934,0.17655466,0.51235926,0.15300447,0.82638127]",1
107,1569974880342,-8.289163,7.048543,3.3434474,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834,"[-8.289163,7.048543,3.3434474,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834]",1
108,1569974880346,-8.6627865,6.0091043,3.515889,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834,"[-8.6627865,6.0091043,3.515889,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834]",1
109,1569974880348,-7.577842,4.6990285,4.1170387,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834,"[-7.577842,4.6990285,4.1170387,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834]",1
110,1569974880349,-7.577842,4.6990285,4.1170387,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834,"[-7.577842,4.6990285,4.1170387,-0.28955,-0.07696899,-0.14782934,0.18307567,0.5315446,0.12932858,0.816834]",1
